,Unnamed: 0,comments,estimated_rating_flair,estimated_rating_textblob,estimated_rating_asent,pos_value_asent,neg_value_asent,probability,estimated_sentiment_flair,estimated_sentiment_textblob,compound_value_asent,neu_value_asent,estimated_subjectivity_textblob
10846,10846,"10 menit to ferrer park station,clean,good breakfast,value money, and well maintain..",4.782468770989477,2.5,3.313067279014604,0.4023904382470119,0.0,0.9838797450065612,POSITIVE,0.0,0.8442148522271654,0.597609561752988,0.0
10870,10870,"Mike is a nice host who response immediately and who can assist you well upon arrival. But his condo unit failed our expectation in terms of size, order and cleanliness and provision for more presentable/comfortable/cleaner bed linens and towels. The aircons seems to be too old too, as it still feels hot even you turn them on to the coldest temperature,  so we had to use electric fans as well especially in the bedroom. His unit is too small for a couple like us with a baby.",0.6925676215692418,2.75,3.2530059666844786,0.1967776403630451,0.0,0.9991968274116516,NEGATIVE,0.0999999999999999,0.534283808850602,0.8032223596369549,0.6071428571428571
10886,10886,"1. We are 4 adults and 1infant room are too small. ( studio apartment with warehouse inside)
2. Have 2 airconditioner with 1 compressor. 
Airconditioner in the room is hot this is the worst. Air conditioner living room with sofabed cool.
Owner suggest using fan!
3. Access is good, with 7 eleven downstairs.
4. Wifi tv other working fine",0.6908564436503112,2.6532738095238093,2.954866568668426,0.1059203376417859,0.024683925346177,0.9998152852058412,NEGATIVE,0.0613095238095238,0.0651115040532606,0.3239411915574916,0.625
10888,10888,"Good location , place is  way too small for a 5 people and too expensive
It is  good for a couple or family with 1  kids , 
Definitely is not for 5 or 6 as is on the descriptions.
Only two chairs  and small table ..i cant get it why it says  can sleep till 6  people !!!!!
Other than that,, Mike is good host , nice bloke.",0.6926145175175744,2.76551513671875,3.154549447740027,0.1634502433294176,0.0,0.9991798996925354,NEGATIVE,0.1062060546874999,0.5027994346213617,0.503216423337249,0.6175
10889,10889,"Maybe for two people this place is fine. However the four of us experienced so many problems, it was extremely uncomfy to live in. 
First of all, it's much smaller than the photos show. I expected something smaller as usual, knowing how crammed apartments can be, but you walk into the apartment and straight away there's the table and once the couch is unfolded there's nowhere to store luggage except in the tiny kitchen and we had to parkour over our own suitcases to get anywhere. 
Secondly, the bed is hard but the couch is even worse. You can feel the legs and holes/gaps in the couch. I'm a person who can sleep on the floor but by the end of the trip we ended up using the additional mattresses to soften it up. 
Thirdly, the shower. We got about 4-5 visits from massive cockroaches. When you turn the water on it smells like stale/sewage water. You have to let it run a bit before it's ok. Theres no curtain so water goes everywhere which would have been ok, but the floor rug does not dry in there and neither do the towels so everything stays damp. We started hanging things outside just to dry. 
4: the Aircon is terrible. The host disclaimered this so we came prepared but you either suffer in the heat with both on or turn one off and start an ice age in one of the rooms. It's perfect to sleep in one of the rooms but not both. 
5: there's a baby constantly screaming in the corridor from about 4-5am. Not the hosts fault but something to keep in mind.
6: we had big suitcases and had to drag them up stairs because the designated shown entrance only has stairs and no elevator until you climb two floors into parking. Not a big problem but something to keep in mind. 
On the plus side there's a Peppa pig plush in case you would like to hold something for comfort. Check in easy. 
If this is your last and only choice, by all means I would say it's doable. But it's not ideal for a stay longer than a few days.",0.6903804224055855,2.6704545454545454,3.00112100374168,0.0706386731115476,0.0462498373487458,0.9999876022338868,NEGATIVE,0.0681818181818181,0.0077799206707386,0.5497781562063732,0.5222619047619048
10900,10900,"I was traveling with my husband & my 2.5 yo son. Our main purpose was to attend my friend's wedding in Shangrila hotel and to check up at Mount Elizabeth hospital, so i was searching for airbnb nearby. Tryston place was quite near(sgd12 to Shangrila by uber on peak hour, and walking distance to Mount E hospital). 
I would say this room is like Hongkong's style apartment if you've been to one,  only bigger. It is an apartment with 5 rooms&a small kitchen& washing area.
Tryston was a vey patient host & very fast response. I believe he was disappointed at us on our arrival day because we were 45 mins late. The airport was very crowdedthat day, and we were rushing with our luggages & a sleepy son therefore i forgot to inform tryston. So it kept his assistant waiting for 45 mins. I was truly sorry about that.
So, room wise, i would say that it was not very kid friendly as it didn't have water heater which would be very crucial for mom & kid. Especially during rainy day like that day. I had hard time giving bath to my son. If you are traveling without kids it might not be a problem at all. The other thing was the bed. It was too swingy in our opinion.
The best thing about this room is none other than the location. It was 10-15mins walk to somerset mrt(which is like the central of everywhere amazing) and close to restaurants, food court, bars & shopping area. 
Tryston provided so many hangers which were very useful; Wifi was also very fast; room was clean.",0.7307209896879865,2.7475694444444443,3.0320201430007194,0.0979994362360157,0.0340511701329142,0.9857903718948364,NEGATIVE,0.0990277777777777,0.1986889827865238,0.4468967620521228,0.5868749999999999
10908,10908,Good place for short staying. Closed to shopping malls.,1.112351028450168,3.0,3.0157812629440057,0.1835443037974683,0.0,0.8807405233383179,NEGATIVE,0.1999999999999999,0.2202167853800842,0.3164556962025316,0.3333333333333334
10915,10915,"For that price, you cannot expect anything more. It's good just to crash for awhile unless you are a heavy sleeper & not be bothered by fellow guests doing stuff while you're trying to sleep.
Clean bathrooms with hot shower.
The downside was the wash basins, the water was a slow spray & auto-off. Also no shelves to put your toiletries when washing up. Otherwise, it served it's purpose of a B&B.
Food is just a few minutes walk. MRT station like 10 minutes, too far & inconvenient to drag your luggage if going to the airport.",0.6938518007597281,2.629166666666667,2.995341485184615,0.0794373676949433,0.0770172309855658,0.9987336993217468,NEGATIVE,0.0516666666666666,-0.0084216194381706,0.557831115605205,0.5720833333333334
10937,10937,Close to restaurants and public transportation.,4.915060094702683,2.5,2.8108825044289905,0.0,0.0,0.990716516971588,POSITIVE,0.0,0.0,0.0,0.0666666666666666
10950,10950,"This place should not be even open. I suspect they are not on booking because the website wouldn' t consider good enough. the sink in the ""kitchen"" almost fell on my feet when I only put a plate on it. 
spaces for sleeping are tiny, it is dirty everywhere. no eggs for breakfast, only white bread and cheap jam/peanut butter. we wish we had decided to sleep at the airport",0.6903672545696162,2.638888888888889,2.978326524260603,0.0625079729557341,0.0756480498298983,0.9999923706054688,NEGATIVE,0.0555555555555555,-0.0261017265378918,0.5285106438810341,0.6222222222222222
10954,10954,The hostel is well located and there's a MRT station close by. It's good for a   short stay but I would not recommend it for longer stays. I think there should be more showers and toilets as they were very often occupied and I needed to wait for quite a long time. ,0.6929838514857032,3.175,3.0438785333263567,0.0796824044098049,0.0265743826369307,0.9990466237068176,NEGATIVE,0.2699999999999999,0.1248917078905908,0.560409879619931,0.42
10969,10969,not bad but it can be better,0.713930525194352,3.5625,3.2699523142012348,0.574468085106383,0.0,0.9916018843650818,NEGATIVE,0.4249999999999999,0.775026165625604,0.425531914893617,0.5833333333333333
10979,10979,About 7minutes to an MRT  Station which is convenient to famous spots and is about 40minutes to airport.,2.876037962462924,3.75,2.8108825044289905,0.0,0.0,0.8567439317703247,POSITIVE,0.5,0.0,0.0,1.0
10981,10981,"Very convenient location for transit and getting food! A bit noisy, though earplugs are for sale at reception.",4.9414594896237,3.125,2.9197530026353684,0.0,0.0669291338582677,0.9979442954063416,POSITIVE,0.25,-0.0889287802318147,0.4330708661417323,0.3
10983,10983,"It’s okay for short trips, good location and clean, bring earplugs, pretty noisy place (girls drying their hair right next to the room no matter what time it is)",0.9012000656977188,3.2508503401360542,3.2777741989862434,0.2700228832951944,0.0892448512585812,0.9333664774894714,NEGATIVE,0.3003401360544218,0.7845273796582747,0.6407322654462242,0.5193877551020408
10984,10984,"This was my first hostel although my wife had stayed at a number of them in the UK so I have to go by her comparison, the staff was very good but the amenities were a little lacking, and some of the younger guests ignored the noise curfew. This may be the norm, in Malaysia. The common area could be a little larger and it is close to the sleeping areas, I’m not sure if that affected other people, my room was a floor below.",0.7622960730890451,2.5305555555555554,2.912464246521515,0.012626513570566,0.0650066807097825,0.9752145409584044,NEGATIVE,0.0122222222222222,-0.2866644899435397,0.5890334723863181,0.4863580246913581
10985,10985,Room quite small but good enough for spend few nights just only the next door is very noisy 1st day I stay the next door is keep make noise all the times talk and keep shout very loud even they sit in toilet we also know what they have problem inside they toilet. We had book for 2 room after we just came back from outside and walk inside our room not lock the door yet the old auntie from next door suddenly open our room as a wrong remrmber own room and she just leave without say sorry and even close the door really very rude. 2nd night I heard another next door keep open and close their room whole night they close the door very loud one and the 3rd day in the morning before check out got see many guy keep walk outside room they look like just finish shower keep walk in front of our room with 1 towel on body no wear any shirt and pant and some even change their clothes in front of room why they don't do all of this inside their room. Bed is good to sleep pillow too soft for me and blanket to thin should be better if more a bit thicker than this and the toilet window is will be good if have blinds I have to use the towel to close it.,0.702523805063177,2.694285714285714,3.084452640612054,0.0723482535742898,0.0635839423060622,0.9956284761428832,NEGATIVE,0.0777142857142857,-0.0162009070233336,0.8640678041196478,0.4051428571428571
10990,10990,This place is the only place that relaxes me during my stay in Singapore when I attended the 2018 Shell Eco Marathon Asia.,4.701878819762758,2.5,3.216411633955066,0.0980392156862745,0.0,0.9796310663223268,POSITIVE,0.0,0.3611575592573076,0.9019607843137256,1.0
10993,10993,choose the 10-men room rather than the 16-men.,0.7006866169077177,2.5,2.8108825044289905,0.0,0.0,0.9962831139564514,NEGATIVE,0.0,0.0,0.0,0.0
11001,11001,"Good enough for its price.
Advertised pictures are not that accurate in reality.
Bed bugs
Too many people in one room. Capsule type.",0.7203366853682951,3.5,2.9147645710727565,0.0917721518987341,0.0,0.9893686175346376,NEGATIVE,0.4,0.1101083926900421,0.1582278481012658,0.5583333333333333
11002,11002,"AWFUL place, BED BUGS, smells, AVOID THIS PLACE.. Check Google reviews! Not good value for money, but cheapest option in Singapore but worth paying a little extra for somewhere else, we moved to adlers and they were more central gave us free water daily, more comfortable beds, better showers cleaner and quieter etc. ",0.6903735092603857,2.721354166666667,3.0541934307838368,0.2033430951203742,0.165998663994656,0.9999901056289672,NEGATIVE,0.0885416666666666,0.0956145434689648,0.6306582408849698,0.4708333333333334
11013,11013,"If you are looking for a reasonable price to stay in Singapore for vacation, Nanda's place is a nice choice.",1.8569486323389424,3.5,3.2317579021891363,0.1129032258064516,0.0,0.7526258230209351,NEGATIVE,0.4,0.4214636152117623,0.8870967741935484,0.8
11016,11016,"The room is very small, especially for 3 adults.",0.6959036440068133,2.09375,2.8108825044289905,0.0,0.0,0.9979954957962036,NEGATIVE,-0.1625,0.0,0.0,0.76
11025,11025,So small rooms and bathroom. Bed are not comfortable. But host response immediately any nicely. Place is near all need full stuff. Over all its pleasant to stay at nanda place.,0.7038626921793613,3.055555555555556,2.9767917365196976,0.1027151403589507,0.0806326469710534,0.995152473449707,NEGATIVE,0.2222222222222222,0.0693027671025291,0.4166522126699957,0.6861111111111112
11036,11036,Recommend to get the double bed capsule ,3.505318096482035,2.5,3.1904400058054967,0.2941176470588235,0.0,0.9062108397483826,POSITIVE,0.0,0.3611575592573076,0.7058823529411765,0.0
11041,11041,The apt is close to mrt station and there is food court in the first floor,3.4283145860588435,3.5625,2.8108825044289905,0.0,0.0,0.9006577134132385,POSITIVE,0.425,0.0,0.0,0.6666666666666666
11049,11049,"Good place , easy to MRT  but dont have convinent store nearly.",4.304972149309686,3.527777777777778,2.8108825044289905,0.0,0.0,0.95758318901062,POSITIVE,0.4111111111111111,0.0,0.0,0.6111111111111112
11050,11050,In photos and Reality Rooms are very different its not appartment. Its a full floor converted in to rooms there are many rooms. Which not listed in discription.  Ok type property,0.6943184622122736,3.34375,2.901400202987929,0.1057692307692307,0.0,0.9985656142234802,NEGATIVE,0.3375,0.0739895435500485,0.1442307692307692,0.5825
11061,11061,"The picture in airbnb isn’t represented the reality. In picture is nice and clean but in fact the place is crowded, noise and there is bugs in the bed",0.6909967933905672,3.7083333333333335,2.8108825044289905,0.0,0.0,0.9997645020484924,NEGATIVE,0.4833333333333333,0.0,0.0,0.8500000000000001
11066,11066,"Nothing but a bed. Staff is very unfriendly, sometimes don't even respond when you say hello or good morning. At check-in they never told us about the 3rd floor or the roof top. The place is really small and you can't talk in the rooms. You're literally brushing your teeth at the reception.",0.6917327780680632,3.075,2.9402551005556066,0.0469614544535414,0.0257502420135527,0.9994983673095704,NEGATIVE,0.2299999999999999,0.0459810877425969,0.3272883035329058,0.36
11071,11071,Definitely recommended,4.932098653548667,2.5,3.1401149598472555,1.0,0.0,0.9984183311462402,POSITIVE,0.0,0.5423261445466404,0.0,0.5
11072,11072,"The host should be  more friendly because we are guest need to be help sometimes we didn't know how to stay in hostel especially if we bring kids..sometimes it is not easy to make them quite but we will try our best to make convenience to other guests.

Other things is good, only place for put bath tools is too small.
Breakfast nice but if everyday only egg and bread I think is bore too... :)

",0.7063707663181127,2.992559523809524,3.249438935392349,0.1808756663997303,0.0335847750127499,0.994263231754303,NEGATIVE,0.1970238095238095,0.5611751299537163,0.7855395585875198,0.6773809523809524
11080,11080,Not a good venue for more than 8 people,0.6912912580634406,2.6875,2.9241131954916195,0.0,0.2312127618681529,0.9996579885482788,NEGATIVE,0.075,-0.3412376512543242,0.7687872381318471,0.55
11081,11081,"Very centrally located, convenient for a quick stopover. ",4.90989948403685,2.916666666666667,2.8108825044289905,0.0,0.0,0.9995461106300354,POSITIVE,0.1666666666666666,0.0,0.0,0.4125
11082,11082,"Overall a pleasant stay. The only struggles we had were the following: 
- No apartment numbers on arrival. the building has more than 100 apartments on 12 floors. difficult to find
- A lot of last minutes communication by the host. We were woken up the last day of our stay at 7:30 am because a guest was arriving later during the morning and she wanted to know when we were planning on leaving. No big deal, but a little bit a planning ahead would be pleasant for the next guests. 
The place was very quiet and welcoming and the host friendly. ",0.6965850640577115,2.7756944444444445,3.0144595082914254,0.1317376743852505,0.0667431807790195,0.9977508187294006,NEGATIVE,0.1102777777777777,0.0665815923934649,0.5158048591214441,0.4133333333333334
11104,11104,Just as described.  Accommodating host.,4.997496135337174,2.5,2.8108825044289905,0.0,0.0,0.9948747754096984,POSITIVE,0.0,0.0,0.0,0.0
11107,11107,Really really small alley,0.6939456042998947,1.875,2.8108825044289905,0.0,0.0,0.9986999034881592,NEGATIVE,-0.25,0.0,0.0,0.4
11108,11108,Near bus stops and train station but not a comfy place to stay if you're with a big group staying in one family room. Quite small for a family room.,0.701712761632715,2.375,2.8108825044289905,0.0,0.0,0.99591726064682,NEGATIVE,-0.0499999999999999,0.0,0.0,0.3
11125,11125,Good for short visit,3.483848115099417,3.375,3.185968410517744,0.4915254237288135,0.0,0.5953251123428345,NEGATIVE,0.35,0.4404335707601685,0.5084745762711864,0.45
11139,11139,"Good communication and great host. It was an ok stay. The location and access to the apt could be a challenge as the area is like a maze. The building is a landmark and easily to see but hard to get to, if that makes sense. The building is old so don’t expect a nice modern building. The rooms are small but serves the purpose. You do share bathroom/showers. More like a hostel. It’s good for backpackers or people who need a place to sleep. I ended my stay 4 days early so I could stay at a hotel that better met my needs. The plus: its location. If you’re a foodie, this is a great place.",0.6950142375046195,3.498611111111112,3.150775361674558,0.2262480873765575,0.004750593824228,0.9983152151107788,NEGATIVE,0.3994444444444444,0.3597335223625797,0.6023346521325477,0.5850000000000002
11152,11152,You can get the minimum amenities that you need.,2.0785268578774687,2.5,2.8108825044289905,0.0,0.0,0.7755553722381592,POSITIVE,0.0,0.0,0.0,0.0
11158,11158,Firts thing first. Location is very good - middle of Chinatown and very easy to travel around the city from the Metro. The host is as well very friendly and ready to help without with everything. The downside is this is just a very small room in a very small appartment with 4-5 other airBNB rooms. On top of that it is in a old and a very big appartment block and at times it takes time to go up and down in the elevator to the appartment. So for that - I have to say it is a bit pricey. After all it is just a small room to sleep in and in my opinion the  photos doesn’t do it justice.,0.964219253572654,2.826835317460317,3.0805444229553407,0.134570747961274,0.0244717987462755,0.916468620300293,NEGATIVE,0.1307341269841269,0.2244075451329941,0.5552431675781647,0.4426587301587301
11169,11169,"Pretty quiet and clean for a hostel, but very basic.",1.4302457019721997,2.885416666666667,2.8108825044289905,0.0,0.0,0.8178979158401489,NEGATIVE,0.1541666666666666,0.0,0.0,0.5489583333333333
11170,11170,"I liked the hostel, it is 3-5 minutes from the metro and it is placed in a quiet area. It's not so clean but for 1-2 nights it's OK. I stayed in a narrow room, but there are bigger.",0.817025843592636,3.027777777777778,3.0510607644699035,0.0768767177381552,0.0346707247983655,0.9578806161880492,NEGATIVE,0.2111111111111111,0.1601703969279825,0.5551192241301459,0.5388888888888889
11180,11180,"Nice staff, with everything a backpacker needs, but ultimately quite expensive for a small mattress in a wall. Maybe that's just Singapore.",3.5151886019872096,2.40625,2.8108825044289905,0.0,0.0,0.9069138169288636,POSITIVE,-0.0375,0.0,0.0,0.775
11182,11182,The place looked so great in photos that it didn't meet my expectations. The bathrooms at the 3rd floor smell odd and (my) bed wasn't clean. The lavatories were situated literally in the reception area that it's kind of awkward to use.,0.6906102415781019,2.916666666666667,3.1896773384116184,0.1785818750922323,0.0637301587301587,0.9999043941497804,NEGATIVE,0.1666666666666666,0.3943855126697871,0.7576879661776089,0.6
11185,11185,"Meadows is a hostel with tightly packed capsule beds, and very little communal spaces.  Maybe not the best one in town.  Check a few out before deciding where to book.",0.7509590591326332,2.736049107142857,2.821490812139329,0.0,0.0987567440769411,0.9789605140686036,NEGATIVE,0.0944196428571428,-0.1738795829675447,0.2345765892563922,0.3339285714285714
11188,11188,"Old pictures, place looks like it needs refurbishment. No that much privacy for using bathroom",0.6953208580887673,2.875,3.063697706320036,0.108695652173913,0.1341463414634146,0.9982049465179444,NEGATIVE,0.15,0.0325996925285567,0.7571580063626724,0.2
11238,11238,"The place, the location, the host, thumbs up 👍",4.941414720667994,2.5,2.8108825044289905,0.0,0.0,0.997946560382843,POSITIVE,0.0,0.0,0.0,0.0
11270,11270,A really spacious and homely place to be in. Many food options around with a park nearby!,4.944863117324604,3.53125,2.8108825044289905,0.0,0.0,0.9977721571922302,POSITIVE,0.4125,0.0,0.0,0.35
11295,11295,I would recommend Shijie’s place.,4.876368979131399,2.5,3.1904400058054967,0.2941176470588235,0.0,0.9887407422065736,POSITIVE,0.0,0.3611575592573076,0.7058823529411765,0.0
11300,11300,It was as described and close to the photos provided. Location is near shopping areas and public transport (10mins walk). ,4.9485746564993525,2.625,2.8108825044289905,0.0,0.0,0.997584581375122,POSITIVE,0.05,0.0,0.0,0.2333333333333333
11301,11301,"A basic apartment for budget travelers. Host was responsive. The place is next to CTE, a major highway. It was a bit noisy for me, especially at night.",1.5406894094566483,2.5390625,2.958388089777596,0.1136363636363636,0.0334645669291338,0.7993019819259644,NEGATIVE,0.015625,0.0458249996984195,0.3528990694345025,0.40625
11302,11302,"The room was in a bit of a mess and was not clean when I had arrived. I did not know that I would be sharing the bathroom with other tenants as well. Overall, the cleanliness of the apartment was below satisfactory, and the apartment seemed a bit old. The air conditioning in the room was also quite old, and made noises regularly. However, it is quite near to Orchard which makes it strategic. ",0.691119705190144,2.442708333333333,3.000289252720261,0.0736364750582179,0.045842566721264,0.99972003698349,NEGATIVE,-0.0229166666666666,0.0760930580717498,0.480520958220518,0.2658653846153846
11309,11309,Very nice house to check out. You won't regret.,4.97783927725142,4.45,3.014193025750877,0.159090909090909,0.2058823529411764,0.996110498905182,POSITIVE,0.78,0.0,0.6350267379679144,1.0
11328,11328,"Close to city center. You can teach to the station and bus stop.
The room has everything we need to stay, AC, high speed wifi and bath towel.",4.91117561611966,2.575,2.861643288254071,0.0,0.0654761904761904,0.9994811415672302,POSITIVE,0.03,-0.0986527247333979,0.2678571428571428,0.3199999999999999
11338,11338,Very convenient place to stay!!,4.930124705928342,3.28125,2.8108825044289905,0.0,0.0,0.998518407344818,POSITIVE,0.3125,0.0,0.0,0.3
11341,11341,Will stay again when we go back to SG,4.988620042856176,2.5,2.8108825044289905,0.0,0.0,0.99556964635849,POSITIVE,0.0,0.0,0.0,0.0
11342,11342,Nanda's place is in a very strategic area!,4.9141518138673685,3.125,2.8108825044289905,0.0,0.0,0.999329686164856,POSITIVE,0.25,0.0,0.0,0.3
11358,11358,Faizal was extremely helpful. He allowed early check in and answer our every question patiently!,4.996809880805284,2.5,3.015422644461601,0.2180318623995488,0.0,0.994840443134308,POSITIVE,0.0,0.2377141722160139,0.2819681376004511,0.65
11365,11365,"It's convenient place, closed to the MRT and Bus station.",4.695376946774329,2.25,2.8108825044289905,0.0,0.0,0.9792851209640504,POSITIVE,-0.1,0.0,0.0,0.1
11367,11367,"Excepting the room door so noisy when another one came over, due to it was a arcodoin/folding door. And secondly, b/c of the structural steel stair, therefore the noise was quite loud when someone went to upstair. Especially at night, those noises were out loud and i could even hear someone’s conversation from the front room or downstair rooms. Everything else was just fine and might accept. :-)",0.8768281773120652,2.8541666666666665,2.982287428035908,0.1222627737226277,0.0216696385856565,0.9402205348014832,NEGATIVE,0.1416666666666666,0.1106041107304242,0.3560675876917157,0.6392857142857142
11376,11376,Small but convenience place to stay in Singapore.,3.230888373795956,1.875,2.8108825044289905,0.0,0.0,0.8858298063278198,POSITIVE,-0.25,0.0,0.0,0.4
11379,11379,Thing about it as a pricey hostel.,0.7351453419701908,2.5,2.8108825044289905,0.0,0.0,0.9842812418937684,NEGATIVE,0.0,0.0,0.0,0.0
11381,11381,"prior to booking, it was not stated that the place we’re booking is a boutique hostel. after payments were made then only it is stated that it is a boutique hostel. however it was a non-refundable booking so we decided to just check in to see if the lodging is still tolerable. upon arrival, faizal was helpful with the checkin and showed us around. we booked a so called “private loft” which i assumed would be private. however, it was only separated by a thin wood of door that doesn’t even block and cover us entirely. after settling in we decided to head out. while going down the stairs, which was very steep, my sister fell and bruised herself. we decided to check out right away. we were well aware that the booking was non-refundable. but we didnt even spend one night in the room that we booked, it was barely even three hours. we asked faizal if we could get a refund for at least 50% of but it was strictly non-refundable. it would be better if everything is stated true and and clear upon",0.6908903753639708,2.6375248015873014,2.9261191464854908,0.0608517266117826,0.0093337624718377,0.9998030066490172,NEGATIVE,0.0550099206349206,0.0816646802206184,0.2375068186086873,0.4770585317460317
11385,11385,If your on Budget and wish to explore Singapore ! Go ahead,4.719766046805188,2.5,3.0277945849721566,0.1247498332221481,0.0,0.9805803298950196,POSITIVE,0.0,0.2286903479488347,0.3752501667778519,0.0
11389,11389,"Decent room not far from Little India, walking distance from the subway. ",4.652904038087513,2.4409722222222223,2.8108825044289905,0.0,0.0,0.9770134091377258,POSITIVE,-0.0236111111111111,0.0,0.0,0.7222222222222222
11390,11390,it was so so. host responds quick.,0.6910320500353442,3.333333333333333,2.8108825044289905,0.0,0.0,0.9997517466545104,NEGATIVE,0.3333333333333333,0.0,0.0,0.5
11393,11393,Very welcoming and quick responding host but not an ideal place to stay if tall!,2.570368688994486,3.7777777777777777,2.853552941739113,0.0,0.2086938172610255,0.8286528587341309,POSITIVE,0.5111111111111111,-0.6067125135313446,0.7913061827389745,0.6
11402,11402,"The place is located conveniently to start exploring the city. Nanda sent us a step by step guide on how to reach the place from the airport, this was very helpful. Also the employees who were at the location have been really nice. On the down side we were expecting the place to be someone’s place, but it is in fact a hostel. This wouldn’t have minded me if some other guests didn’t fought during one of the nights which was annoying.",4.944007464300282,2.359722222222222,3.001494667102481,0.0742729116708969,0.04,0.992184579372406,POSITIVE,-0.0561111111111111,0.0711561880951806,0.4857270883291031,0.5727777777777778
11405,11405,It's a bit small place but cheap. Just nearby MRT Farrer Station. Very accessible location.,4.97624939653995,3.03125,2.8108825044289905,0.0,0.0,0.9938096404075624,POSITIVE,0.2125,0.0,0.0,0.5291666666666667
11416,11416,"My stay here was exactly as expected. The room was on the small side (as advertised), but very clean and secure. When I first arrived, there was a bar across the street that was very loud (12am on Saturday). However, once inside, I could barely hear it and had no trouble falling asleep.",4.98940885425726,2.830208333333333,2.9141657314820297,0.0482686406080183,0.0792682926829268,0.9944698810577391,POSITIVE,0.1320833333333333,-0.0608946953733908,0.3724630667090548,0.4929166666666667
11428,11428,the place is around 200 mtrs from the nearest station.... the room was small... just enough space to move around around the bed.... only 2 bathrooms for 5-6 rooms..... i thinks thats not enough.... i stayed there for 4 nights..... out of2 bathrooms either 1 of them was closed for some reason..... there is no facility of making tea or light breakfast.... have to climb 2 storey of stairs to reach the place.... the host was quick to respond.... provided first aid for my wife too.... overall the experience was just ok.... not as i had on my previous stays.....,0.6904304624728791,2.7196969696969697,3.1210195928580617,0.0278481012658227,0.0185654008438818,0.999969482421875,NEGATIVE,0.0878787878787878,0.0258112866459833,0.9535864978902954,0.4272727272727273
11441,11441,"A great place but be warned, the walls are made of thin material and the doors a plastic concertina doors and if a child stays in your side of the building you'll hear all their playful madness.",1.433710672449076,3.0,2.910303255253826,0.1319648093841642,0.1837732160312805,0.6827070116996765,POSITIVE,0.2,-0.3919416816888861,0.6842619745845553,0.8
11445,11445,Decent place for an overnight stay.,4.969510104434195,2.916666666666667,2.8108825044289905,0.0,0.0,0.9965291619300842,POSITIVE,0.1666666666666666,0.0,0.0,0.6666666666666666
11451,11451,"The place convenience, nearest MRT and bus station",4.94907983921205,2.5,2.8108825044289905,0.0,0.0,0.992440938949585,POSITIVE,0.0,0.0,0.0,0.0
11461,11461,"Place is about 5-7 minutes away from public transportation. However, it is also located next to many hawker stalls. There are a few missing sidewalks, and the road can be uneven. There are many tourists around, it seems to be a central place. The food, atmosphere, and culture are great. ",1.3277545621266371,2.833333333333333,2.942059598220912,0.0625954198473282,0.0289473684210526,0.8364871740341187,NEGATIVE,0.1333333333333333,0.0657870305477503,0.3084572117316191,0.2685185185185185
11474,11474,"There is difficulty in check in. Lee asked me to go with taxi but my guest went by bus infront of condo. Then she message me if any difficulty in check in then it’s our fault. Why. Seems to me that it’s forbidden to give rent in condo. So I feel shy in front of my two guest.  Otherwise all are ok. 
After adding service charge the rent is more than expected. AirBnB should show exact amount. They cut 8-10 sgd from my account in each transaction. ",0.690586202466868,2.825,2.9037295743576537,0.0305555555555555,0.1075440754370398,0.9999130964279176,NEGATIVE,0.13,-0.1673753284216851,0.4619003690074047,0.43
11489,11489,"Good location. Room is very tiny. Bathroom is clean. We never saw someone at the desk so couldn’t contact anyone if there was a question. Other than that, had a great stay here. A bit expensive maybe. Nice food places and shops in the erea. Walked to little India.",1.5119391158212254,3.016927083333333,3.0170978314826047,0.2047196629645117,0.0,0.8040112257003784,NEGATIVE,0.2067708333333333,0.2360892922725323,0.2952803370354883,0.659375
11500,11500,"The most expensive hostel we’ve ever encountered. The host was very kind, helpful and accommodating. The bathrooms and kitchen were kept clean. The room itself that we were in had dirty walls and mould growing along the ledge 2 feet directly above our heads. We slept on a mattress on the floor. We also were shocked to see that someone had been in our room to change the garbage after the second day. I’m an Airbnb host back in my home country and we never enter the guests space once they have checked in. Glad we didn’t stay longer.",0.6981151654837093,2.5866666666666664,3.0220478274192035,0.141995433946287,0.0264992120439914,0.9972022771835328,NEGATIVE,0.0346666666666666,0.1277560354649918,0.4565053540097215,0.56
11522,11522,"Very helpful staff and nice common areas. Very accesible by public transport (metro and buses). However, I was quite dissapointed with the room. It is basically a dorm, because there is a big separation between the roof and the wall, so you can hear noises and you don't have the privacy of a private room. It's kind of a capsule. Also, they rent towels for $1 and they are like a big tea towel (they don't dry at all). Plus, you can not lock the door from outside.",0.9415928241372644,2.7803030303030303,3.001730238459079,0.1341143387129627,0.0,0.9224050641059875,NEGATIVE,0.1121212121212121,0.2241030891213849,0.2944570898584658,0.3901515151515152
11526,11526,"Tryston/Jeff- not sure which name he goes by was easy to contact and friendly over text. I checked in very late due to my flight landing 1am. The place did not look like the picture, the closet smelled, pillows were dirty, and there were bugs in the bathroom. Couldn't sleep at all and had a meeting early the next morning. Had to check out the next day. Ask for more pictures. ",0.6913400455220621,2.5108333333333333,2.896640898589256,0.0422519602138918,0.0434006746406129,0.9996403455734252,NEGATIVE,0.0043333333333333,0.0026471561406487,0.2476806984788285,0.4977222222222222
